id,CH,Acc,MHT,AcBF
96223,217.0,8.299,266.0,0.0
96224,177.0,4.826,336.0,0.0
96225,275.0,11.905,241.0,0.0
96226,335.0,4.773,186.0,0.0
96227,270.0,4.799,256.0,0.0
96228,257.0,4.776,216.0,4.797
96229,29.6,4.777,286.0,0.0
96230,266.0,4.752,29.5,0.0
96231,377.0,11.366,335.0,0.0
96232,240.0,4.772,216.0,0.0
96233,256.0,4.745,252.0,0.0
96234,240.0,4.791,235.0,0.0
96235,184.0,4.768,335.0,0.0
96236,183.0,11.102,252.0,0.0
96237,193.0,4.779,183.0,0.0
96238,273.0,4.712,274.0,0.0
96239,400.0,4.826,375.0,0.0
96240,336.0,4.708,335.0,4.787
96241,275.0,4.863,267.0,0.0
96242,336.0,4.771,252.0,0.0
96243,194.0,4.792,216.0,0.0
96244,192.0,4.724,216.0,0.0
96245,377.0,4.772,271.0,0.0
96246,335.0,5.076,251.0,0.0
96247,255.0,4.798,234.0,0.0
96248,241.0,4.738,29.5,0.0
96249,376.0,11.266,267.0,0.0
96250,251.0,4.788,241.0,0.0
96251,184.0,4.792,184.0,0.0
96252,177.0,4.781,222.0,0.0
96253,274.0,4.767,275.0,0.0
96254,252.0,7.75,240.0,0.0
96255,252.0,4.756,275.0,0.0
96256,256.0,9.526,335.0,0.0
96257,252.0,11.508,255.0,0.0
96258,234.0,4.773,176.0,0.0
96259,255.0,11.414,184.0,0.0
96260,276.0,8.847,335.0,0.0
96261,267.0,11.705,252.0,0.0
96262,240.0,4.777,271.0,0.0
96263,192.0,8.579,283.0,0.0
96264,29.5,4.758,271.0,0.0
96265,271.0,4.745,276.0,0.0
96266,217.0,4.74,240.0,0.0
96267,335.0,4.802,273.0,0.0
96268,272.0,10.76,335.0,0.0
96269,255.0,11.508,256.0,0.0
96270,193.0,4.834,267.0,0.0
96271,380.0,4.77,241.0,0.0
96272,257.0,4.756,336.0,0.0
96273,193.0,7.576,376.0,0.0
96274,275.0,4.75,244.0,0.0
96275,270.0,4.752,392.0,0.0
96276,217.0,4.754,335.0,0.0
96277,271.0,4.748,193.0,0.0
96278,275.0,7.444,272.0,0.0
96279,392.0,4.731,385.0,0.0
96280,240.0,8.623,335.0,0.0
96281,275.0,4.748,196.0,0.0
96282,275.0,4.758,252.0,0.0
96283,234.0,4.756,217.0,0.0
96284,235.0,4.776,234.0,0.0
96285,183.0,4.717,234.0,0.0
96286,234.0,4.787,256.0,0.0
96287,255.0,5.503,217.0,0.0
96288,217.0,5.826,252.0,0.0
96289,251.0,4.761,376.0,0.0
96290,271.0,10.148,234.0,0.0
96291,240.0,4.723,376.0,0.0
96292,255.0,4.795,256.0,0.0
96293,193.0,4.728,193.0,0.0
96294,252.0,5.688,234.0,0.0
96295,267.0,10.935,378.0,0.0
96296,183.0,4.759,254.0,0.0
96297,275.0,5.017,29.5,0.0
96298,192.0,11.271,241.0,4.746
96299,192.0,5.725,234.0,0.0
96300,0.0,11.534,183.0,0.0
96301,0.0,4.749,234.0,0.0
96302,0.0,4.755,194.0,0.0
96303,0.0,4.807,193.0,0.0
96304,0.0,4.798,267.0,0.0
96305,0.0,4.753,252.0,0.0
96306,0.0,4.745,241.0,0.0
96307,0.0,11.288,183.0,0.0
96308,0.0,4.724,387.0,0.0
96309,0.0,4.728,192.0,0.0
96310,0.0,4.758,176.0,0.0
96311,0.0,4.726,29.5,0.0
96312,0.0,4.758,176.0,0.0
96313,0.0,4.742,275.0,0.0
96314,0.0,4.736,192.0,0.0
96315,0.0,4.779,176.0,4.755
96316,0.0,4.758,255.0,0.0
96317,0.0,8.858,184.0,0.0
96318,0.0,10.08,256.0,0.0
96319,0.0,5.341,29.4,0.0
96320,0.0,6.341,402.0,0.0
96321,0.0,4.771,245.0,0.0
96322,0.0,12.046,193.0,0.0
96323,0.0,4.775,193.0,0.0
96324,0.0,5.725,244.0,0.0
96325,0.0,5.476,275.0,0.0
96326,0.0,4.726,217.0,0.0
96327,0.0,4.79,256.0,0.0
96328,0.0,5.524,184.0,0.0
96329,0.0,7.598,257.0,0.0
96330,0.0,4.887,194.0,0.0
96331,0.0,4.743,267.0,4.745
96332,0.0,4.795,336.0,0.0
96333,0.0,4.739,241.0,0.0
96334,0.0,11.226,191.0,0.0
96335,0.0,4.756,269.0,0.0
96336,0.0,4.764,274.0,4.746
96337,0.0,10.937,216.0,0.0
96338,0.0,4.727,335.0,5.511
96339,0.0,4.699,183.0,0.0
96340,0.0,7.683,183.0,6.237
96341,0.0,4.787,408.0,0.0
96342,0.0,4.727,212.0,0.0
96343,0.0,4.973,193.0,0.0
96344,0.0,8.92,234.0,0.0
96345,0.0,4.739,219.0,0.0
96346,0.0,4.841,377.0,0.0
96347,0.0,4.766,335.0,0.0
96348,0.0,4.751,336.0,0.0
96349,0.0,4.757,387.0,0.0
96350,0.0,6.162,275.0,0.0
96351,0.0,11.441,240.0,0.0
96352,0.0,4.773,255.0,4.733
96353,0.0,4.771,207.0,0.0
96354,0.0,4.735,252.0,0.0
96355,0.0,5.401,192.0,0.0
96356,0.0,4.766,211.0,0.0
96357,0.0,4.756,192.0,0.0
96358,0.0,6.38,192.0,0.0
96359,0.0,4.713,391.0,0.0
96360,0.0,4.764,234.0,0.0
96361,0.0,4.797,386.0,0.0
96362,0.0,11.256,393.0,0.0
96363,0.0,8.055,245.0,0.0
96364,0.0,4.812,186.0,0.0
96365,0.0,4.774,176.0,0.0
96366,0.0,10.456,272.0,0.0
96367,0.0,4.754,252.0,0.0
96368,0.0,4.76,192.0,0.0
96369,0.0,4.735,376.0,0.0
96370,0.0,4.784,255.0,0.0
96371,0.0,4.759,335.0,0.0
96372,0.0,4.863,234.0,0.0
96373,0.0,7.717,377.0,0.0
96374,0.0,11.318,336.0,0.0
96375,0.0,11.433,271.0,0.0
96376,0.0,10.747,270.0,0.0
96377,0.0,4.758,183.0,0.0
96378,0.0,4.745,193.0,0.0
96379,0.0,4.755,185.0,0.0
96380,0.0,4.74,252.0,0.0
96381,0.0,9.253,251.0,0.0
96382,0.0,4.781,216.0,5.503
96383,0.0,4.741,257.0,0.0
96384,0.0,4.755,217.0,0.0
96385,0.0,4.767,29.7,0.0
96386,0.0,6.903,194.0,0.0
96387,0.0,5.292,400.0,0.0
96388,0.0,4.741,274.0,0.0
96389,0.0,6.915,252.0,0.0
96390,0.0,7.102,240.0,0.0
96391,0.0,5.017,267.0,0.0
96392,0.0,4.776,240.0,0.0
96393,0.0,4.753,29.5,0.0
96394,0.0,4.79,217.0,0.0
96395,0.0,4.744,274.0,0.0
96396,0.0,4.757,29.3,0.0
96397,0.0,6.341,198.0,0.0
96398,0.0,6.146,240.0,0.0
96399,0.0,10.17,235.0,0.0
96400,0.0,4.754,194.0,0.0
96401,0.0,11.446,271.0,11.367
96402,0.0,4.745,256.0,0.0
96403,0.0,4.75,194.0,0.0
96404,0.0,4.739,29.6,0.0
96405,0.0,4.748,385.0,0.0
96406,0.0,4.78,382.0,0.0
96407,0.0,4.749,274.0,4.727
96408,0.0,9.253,192.0,0.0
96409,0.0,11.393,241.0,0.0
96410,0.0,4.825,194.0,0.0
96411,0.0,4.773,267.0,11.203
96412,0.0,5.382,184.0,0.0
96413,0.0,4.797,194.0,4.739
96414,0.0,4.751,376.0,0.0
96415,0.0,4.751,176.0,0.0
96416,0.0,4.763,256.0,4.774
96417,0.0,4.746,251.0,0.0
96418,0.0,4.753,183.0,0.0
96419,0.0,10.187,217.0,0.0
96420,0.0,4.818,240.0,0.0
96421,0.0,4.797,252.0,0.0
96422,0.0,4.792,391.0,0.0
96423,0.0,4.721,234.0,0.0
96424,0.0,4.766,271.0,0.0
96425,0.0,4.78,271.0,0.0
96426,0.0,4.723,270.0,0.0
96427,0.0,4.742,234.0,0.0
96428,0.0,4.771,194.0,0.0
96429,0.0,4.766,194.0,0.0
96430,0.0,4.756,269.0,0.0
96431,0.0,11.291,183.0,0.0
96432,0.0,4.766,267.0,0.0
96433,0.0,10.304,176.0,0.0
96434,0.0,4.699,194.0,0.0
96435,0.0,4.775,186.0,0.0
96436,0.0,4.773,256.0,0.0
96437,0.0,4.739,252.0,0.0
96438,0.0,4.779,275.0,0.0
96439,0.0,4.725,241.0,0.0
96440,0.0,4.726,234.0,0.0
96441,0.0,4.787,252.0,0.0
96442,0.0,4.757,194.0,4.757
96443,0.0,4.746,217.0,0.0
96444,0.0,4.852,177.0,0.0
96445,0.0,9.526,381.0,0.0
96446,0.0,7.578,176.0,0.0
96447,0.0,11.806,275.0,0.0
96448,0.0,4.766,193.0,0.0
96449,0.0,4.767,192.0,0.0
96450,0.0,4.775,271.0,0.0
96451,0.0,4.724,270.0,0.0
96452,0.0,4.757,184.0,0.0
96453,0.0,4.729,377.0,0.0
96454,0.0,4.75,266.0,0.0
96455,0.0,4.739,271.0,0.0
96456,0.0,4.732,222.0,0.0
96457,0.0,4.845,335.0,0.0
96458,0.0,11.276,235.0,0.0
96459,0.0,4.735,192.0,0.0
96460,0.0,4.723,335.0,0.0
96461,0.0,4.775,336.0,0.0
96462,0.0,4.759,183.0,4.708
96463,0.0,11.201,183.0,0.0
96464,0.0,4.733,252.0,0.0
96465,0.0,4.723,275.0,0.0
96466,0.0,4.731,377.0,0.0
96467,0.0,4.795,275.0,0.0
96468,0.0,4.772,271.0,10.319
96469,0.0,4.794,240.0,0.0
96470,0.0,4.753,272.0,4.784
96471,0.0,4.753,252.0,0.0
96472,0.0,11.203,182.0,0.0
96473,0.0,4.765,272.0,4.746
96474,0.0,11.393,205.0,0.0
96475,0.0,10.935,335.0,5.778
96476,0.0,4.729,336.0,0.0
96477,0.0,4.756,29.9,0.0
96478,0.0,10.035,336.0,0.0
96479,0.0,4.727,192.0,4.789
96480,0.0,4.821,256.0,0.0
96482,0.0,4.756,217.0,0.0
96483,0.0,4.84,267.0,0.0
96484,0.0,4.789,176.0,8.847
96485,0.0,4.724,271.0,0.0
96486,0.0,4.784,275.0,0.0
96487,0.0,4.757,194.0,11.542
96488,0.0,6.2,271.0,0.0
96489,0.0,4.766,381.0,0.0
96490,0.0,4.807,271.0,0.0
96491,0.0,4.734,268.0,0.0
96492,0.0,4.745,275.0,0.0
96493,0.0,4.78,194.0,0.0
96494,0.0,8.627,192.0,0.0
96495,0.0,6.087,29.8,0.0
96496,0.0,9.656,193.0,0.0
96497,0.0,4.747,183.0,0.0
96498,0.0,11.433,194.0,0.0
96499,0.0,4.762,192.0,0.0
96500,0.0,4.881,336.0,0.0
96501,0.0,4.759,336.0,0.0
96502,0.0,10.937,335.0,0.0
96503,0.0,8.332,184.0,0.0
96504,0.0,5.84,266.0,0.0
96505,0.0,4.797,266.0,0.0
96506,0.0,6.036,234.0,0.0
96507,0.0,11.203,184.0,0.0
96508,0.0,10.319,256.0,0.0
96509,0.0,5.126,194.0,0.0
96510,0.0,10.078,271.0,0.0
96511,0.0,4.742,271.0,0.0
96512,0.0,4.747,274.0,0.0
96513,0.0,4.736,252.0,4.77
96514,0.0,11.356,234.0,0.0
96515,0.0,4.721,29.4,0.0
96516,0.0,4.799,275.0,0.0
96517,0.0,4.739,267.0,0.0
96518,0.0,11.374,272.0,0.0
96519,0.0,5.476,252.0,0.0
96520,0.0,4.792,216.0,0.0
96521,0.0,5.031,29.5,0.0
96522,0.0,4.785,217.0,0.0
96523,0.0,4.725,270.0,0.0
96524,0.0,9.757,251.0,0.0
96525,0.0,4.756,270.0,0.0
96526,0.0,4.736,182.0,0.0
96527,0.0,4.84,336.0,0.0
96528,0.0,4.841,266.0,0.0
96529,0.0,4.758,240.0,0.0
96530,0.0,4.763,376.0,0.0
96531,0.0,8.579,335.0,0.0
96532,0.0,11.405,274.0,0.0
96533,0.0,4.753,378.0,0.0
96534,0.0,4.758,376.0,0.0
96535,0.0,4.758,193.0,0.0
96536,0.0,4.772,256.0,0.0
96537,0.0,5.121,252.0,0.0
96538,0.0,4.767,275.0,0.0
96539,0.0,4.779,217.0,4.764
96540,0.0,4.754,234.0,0.0
96541,0.0,4.772,252.0,0.0
96542,0.0,4.762,274.0,0.0
96543,0.0,4.732,193.0,0.0
96544,0.0,4.743,192.0,0.0
96545,0.0,4.765,192.0,0.0
96546,0.0,4.754,200.0,4.737
96547,0.0,8.889,194.0,0.0
96548,0.0,4.78,217.0,0.0
96549,0.0,4.789,29.5,0.0
96550,0.0,4.774,29.7,0.0
96551,0.0,11.425,217.0,0.0
96552,0.0,4.709,256.0,0.0
96553,0.0,4.782,176.0,0.0
96554,0.0,4.779,217.0,0.0
96555,0.0,9.309,251.0,0.0
96556,0.0,11.102,183.0,0.0
96557,0.0,4.771,376.0,5.511
96558,0.0,4.707,240.0,0.0
96559,0.0,4.753,271.0,0.0
96560,0.0,4.708,255.0,0.0
96561,0.0,6.35,216.0,0.0
96562,0.0,11.259,268.0,0.0
96563,0.0,11.393,256.0,0.0
96564,0.0,4.753,184.0,0.0
96565,0.0,11.316,378.0,0.0
96566,0.0,4.772,177.0,0.0
96567,0.0,4.792,234.0,0.0
96568,0.0,4.763,271.0,0.0
96569,0.0,4.767,270.0,0.0
96570,0.0,4.754,252.0,0.0
96571,0.0,4.826,194.0,0.0
96572,0.0,4.772,29.9,0.0
96573,0.0,4.751,182.0,0.0
96574,0.0,8.35,252.0,0.0
96575,0.0,11.368,234.0,0.0
96576,0.0,4.792,252.0,0.0
96577,0.0,6.101,234.0,0.0
96578,0.0,4.783,378.0,0.0
96579,0.0,4.741,335.0,0.0
96580,0.0,4.749,255.0,7.444
96581,0.0,4.852,194.0,0.0
96582,0.0,4.721,251.0,0.0
96583,0.0,10.488,184.0,0.0
96584,0.0,10.81,241.0,0.0
96585,0.0,4.771,376.0,0.0
96586,0.0,8.546,183.0,0.0
96587,0.0,4.806,255.0,0.0
96588,0.0,4.799,193.0,0.0
96589,0.0,4.728,216.0,4.79
96590,0.0,4.75,192.0,0.0
96591,0.0,4.774,336.0,0.0
96592,0.0,6.129,216.0,0.0
96593,0.0,4.731,269.0,5.286
96594,0.0,4.808,193.0,4.772
96595,0.0,4.757,336.0,0.0
96596,0.0,11.291,275.0,0.0
96597,0.0,4.723,275.0,0.0
96598,0.0,11.318,241.0,0.0
96599,0.0,4.775,266.0,0.0
96600,0.0,4.84,194.0,0.0
96601,0.0,4.775,192.0,0.0
96602,0.0,11.981,270.0,0.0
96603,0.0,6.415,184.0,0.0
96604,0.0,11.327,266.0,0.0
96605,0.0,4.724,336.0,0.0
96606,0.0,4.738,269.0,0.0
96607,0.0,4.74,274.0,0.0
96608,0.0,9.055,272.0,0.0
96609,0.0,6.02,193.0,0.0
96610,0.0,11.239,255.0,0.0
96611,0.0,11.035,192.0,0.0
96612,0.0,4.792,255.0,0.0
96613,0.0,4.758,269.0,0.0
96614,0.0,5.476,275.0,0.0
96615,0.0,11.323,275.0,0.0
96616,0.0,4.772,255.0,0.0
96617,0.0,11.316,256.0,0.0
96618,0.0,5.108,194.0,0.0
96619,0.0,6.387,192.0,0.0
96620,0.0,4.75,234.0,0.0
96621,0.0,11.127,255.0,0.0
96622,0.0,4.81,274.0,0.0
96623,0.0,4.906,268.0,0.0
96624,0.0,4.744,192.0,0.0
96625,0.0,4.74,271.0,0.0
96626,0.0,4.735,269.0,0.0
96627,0.0,4.783,206.0,0.0
96628,0.0,4.713,240.0,0.0
96629,0.0,4.758,376.0,0.0
96630,0.0,4.755,185.0,0.0
96631,0.0,4.753,266.0,0.0
96632,0.0,5.654,234.0,0.0
96633,0.0,4.772,270.0,0.0
96634,0.0,4.794,217.0,0.0
96635,0.0,4.734,252.0,0.0
96636,0.0,4.78,184.0,0.0
96637,0.0,4.751,269.0,0.0
96638,0.0,11.117,29.7,0.0
96639,0.0,4.756,392.0,0.0
96640,0.0,10.148,379.0,4.75
96641,0.0,6.082,197.0,0.0
96642,0.0,11.276,391.0,0.0
96643,0.0,4.813,256.0,0.0
96644,0.0,11.414,216.0,0.0
96645,0.0,4.708,241.0,0.0
96646,0.0,6.302,269.0,0.0
96647,0.0,4.736,267.0,0.0
96648,0.0,4.744,234.0,0.0
96649,0.0,4.741,267.0,0.0
96650,0.0,5.551,270.0,0.0
96651,0.0,4.739,336.0,0.0
96652,0.0,4.779,271.0,0.0
96653,0.0,4.764,206.0,0.0
96654,0.0,4.756,336.0,0.0
96655,0.0,6.736,376.0,0.0
96656,0.0,4.721,184.0,0.0
96657,0.0,11.387,29.5,0.0
96658,0.0,4.79,183.0,4.75
96659,0.0,4.849,217.0,0.0
96660,0.0,10.935,211.0,0.0
96661,0.0,11.534,29.7,0.0
96662,0.0,11.881,256.0,0.0
96663,0.0,4.766,176.0,6.302
96664,0.0,4.807,234.0,0.0
96665,0.0,4.76,184.0,0.0
96666,0.0,5.286,335.0,0.0
96667,0.0,9.046,192.0,0.0
96668,0.0,4.763,381.0,0.0
96669,0.0,8.859,240.0,0.0
96670,0.0,11.411,336.0,0.0
96671,0.0,4.762,274.0,0.0
96672,0.0,4.733,177.0,0.0
96673,0.0,4.757,269.0,0.0
96674,0.0,7.01,335.0,0.0
96675,0.0,4.763,376.0,7.576
96676,0.0,5.292,216.0,0.0
96677,0.0,6.931,194.0,11.035
96678,0.0,4.76,267.0,0.0
96679,0.0,4.762,267.0,4.716
96680,0.0,4.763,256.0,0.0
96681,0.0,8.662,378.0,0.0
96682,0.0,4.837,194.0,0.0
96683,0.0,4.804,183.0,0.0
96684,0.0,4.748,176.0,0.0
96685,0.0,4.724,196.0,0.0
96686,0.0,4.731,274.0,0.0
96687,0.0,4.777,255.0,0.0
96688,0.0,4.741,234.0,0.0
96689,0.0,4.766,251.0,0.0
96690,0.0,11.411,274.0,0.0
96691,0.0,4.849,252.0,0.0
96692,0.0,5.79,275.0,0.0
96693,0.0,4.772,256.0,0.0
96694,0.0,4.807,336.0,0.0
96695,0.0,8.055,390.0,4.774
96696,0.0,11.333,335.0,0.0
96697,0.0,4.746,194.0,0.0
96698,0.0,11.673,192.0,4.821
96699,0.0,4.72,217.0,0.0
96700,0.0,10.81,268.0,0.0
96701,0.0,5.971,192.0,0.0
96702,0.0,5.721,194.0,0.0
96703,0.0,10.034,29.4,0.0
96704,0.0,5.551,234.0,0.0
96705,0.0,4.978,29.4,0.0
96706,0.0,11.256,336.0,0.0
96707,0.0,9.21,234.0,0.0
96708,0.0,4.751,381.0,0.0
96709,0.0,4.845,252.0,0.0
96710,0.0,4.736,271.0,0.0
96711,0.0,5.121,335.0,4.797
96712,0.0,4.779,272.0,0.0
96713,0.0,7.098,241.0,0.0
96714,0.0,4.803,194.0,0.0
96715,0.0,11.367,194.0,0.0
96716,0.0,6.38,252.0,0.0
96717,0.0,6.023,378.0,0.0
96718,0.0,4.749,216.0,4.754
96719,0.0,4.771,255.0,4.721
96720,0.0,4.801,335.0,0.0
96721,0.0,4.74,376.0,0.0
96722,0.0,6.145,234.0,0.0
96723,0.0,7.329,216.0,0.0
96724,0.0,4.753,234.0,0.0
96725,0.0,11.283,193.0,0.0
96726,0.0,5.057,194.0,0.0
96727,0.0,4.753,29.7,0.0
96728,0.0,6.145,252.0,0.0
96729,0.0,10.03,377.0,0.0
96730,0.0,4.783,335.0,0.0
96731,0.0,4.728,194.0,0.0
96732,0.0,5.082,184.0,0.0
96733,0.0,11.496,270.0,0.0
96734,0.0,4.773,192.0,0.0
96735,0.0,11.881,252.0,0.0
96736,0.0,4.807,29.8,0.0
96737,0.0,4.708,274.0,0.0
96738,0.0,4.791,185.0,4.767
96739,0.0,4.754,274.0,0.0
96740,0.0,4.753,234.0,0.0
96741,0.0,4.733,184.0,4.735
96742,0.0,6.131,256.0,0.0
96743,0.0,4.772,251.0,0.0
96744,0.0,11.393,270.0,0.0
96745,0.0,4.797,216.0,0.0
96746,0.0,4.761,224.0,0.0
96747,0.0,4.756,252.0,0.0
96748,0.0,4.849,275.0,0.0
96749,0.0,4.766,267.0,0.0
96750,0.0,4.765,255.0,0.0
96751,0.0,4.84,29.6,0.0
96752,0.0,9.254,257.0,0.0
96753,0.0,11.542,234.0,0.0
96754,0.0,5.341,240.0,0.0
96755,0.0,11.457,376.0,0.0
96756,0.0,4.749,335.0,0.0
96757,0.0,4.721,255.0,0.0
96758,0.0,11.341,192.0,0.0
96759,0.0,4.751,177.0,4.77
96760,0.0,9.762,377.0,0.0
96761,0.0,4.739,176.0,0.0
96762,0.0,4.756,240.0,0.0
96763,0.0,4.79,241.0,0.0
96764,0.0,4.812,234.0,0.0
96765,0.0,6.162,217.0,0.0
96766,0.0,11.335,397.0,0.0
96767,0.0,4.743,252.0,0.0
96768,0.0,4.748,376.0,0.0
96769,0.0,4.726,267.0,0.0
96770,0.0,7.484,185.0,4.771
96771,0.0,4.751,183.0,10.519
96772,0.0,4.756,274.0,4.773
96773,0.0,4.735,267.0,4.751
96774,0.0,7.211,241.0,0.0
96775,0.0,11.343,274.0,0.0
96776,0.0,4.8,335.0,0.0
96777,0.0,4.751,377.0,0.0
96778,0.0,8.662,176.0,0.0
96779,0.0,10.319,176.0,0.0
96780,0.0,4.742,391.0,0.0
96781,0.0,5.721,197.0,0.0
96782,0.0,11.457,217.0,0.0
96783,0.0,4.739,266.0,0.0
96784,0.0,4.792,194.0,0.0
96785,0.0,4.735,335.0,0.0
96786,0.0,4.753,240.0,0.0
96787,0.0,4.706,192.0,0.0
96788,0.0,11.366,267.0,0.0
96789,0.0,4.737,193.0,0.0
96790,0.0,5.017,251.0,0.0
96791,0.0,11.374,270.0,0.0
96792,0.0,4.775,271.0,0.0
96793,0.0,10.561,235.0,0.0
96794,0.0,4.752,177.0,0.0
96795,0.0,11.29,268.0,0.0
96796,0.0,7.598,192.0,0.0
96797,0.0,4.788,234.0,0.0
96798,0.0,4.811,198.0,0.0
96799,0.0,4.766,217.0,0.0
96800,0.0,4.784,271.0,0.0
96801,0.0,4.757,272.0,0.0
96802,0.0,4.743,192.0,0.0
96803,0.0,4.774,217.0,0.0
96804,0.0,4.758,194.0,0.0
96805,0.0,4.717,275.0,0.0
96806,0.0,5.086,252.0,0.0
96807,0.0,8.858,29.2,0.0
96808,0.0,4.781,275.0,0.0
96809,0.0,4.756,257.0,0.0
96810,0.0,4.755,29.3,0.0
96811,0.0,11.178,376.0,0.0
96812,0.0,6.736,217.0,0.0
96813,0.0,4.765,240.0,0.0
96814,0.0,4.726,29.8,0.0
96815,0.0,4.782,205.0,4.777
96816,0.0,4.752,256.0,0.0
96817,0.0,4.764,217.0,0.0
96818,0.0,4.743,256.0,0.0
96819,0.0,11.457,255.0,0.0
96820,0.0,4.738,274.0,0.0
96821,0.0,11.393,235.0,0.0
96822,0.0,4.767,255.0,0.0
96823,0.0,4.799,335.0,0.0
96824,0.0,5.57,234.0,4.788
96825,0.0,4.739,183.0,4.751
96826,0.0,4.746,207.0,0.0
96827,0.0,4.819,194.0,0.0
96828,0.0,5.292,217.0,0.0
96829,0.0,11.247,257.0,0.0
96830,0.0,11.673,241.0,0.0
96831,0.0,11.581,275.0,0.0
96832,0.0,4.765,183.0,0.0
96833,0.0,4.789,391.0,0.0
96834,0.0,11.271,222.0,0.0
96835,0.0,4.812,184.0,0.0
96836,0.0,4.914,241.0,0.0
96837,0.0,4.735,271.0,0.0
96838,0.0,4.742,256.0,0.0
96839,0.0,4.758,393.0,0.0
96840,0.0,4.755,176.0,0.0
96841,0.0,4.752,335.0,0.0
96842,0.0,5.416,241.0,0.0
96843,0.0,4.734,191.0,0.0
96844,0.0,5.646,269.0,0.0
96845,0.0,10.421,273.0,0.0
96846,0.0,11.304,183.0,0.0
96847,0.0,4.749,194.0,0.0
96848,0.0,10.935,193.0,0.0
96849,0.0,4.766,193.0,0.0
96850,0.0,9.109,335.0,0.0
96851,0.0,7.484,378.0,0.0
96852,0.0,4.75,241.0,0.0
96853,0.0,4.79,218.0,0.0
96854,0.0,14.896,286.0,0.0
96855,0.0,6.307,185.0,4.774
96856,0.0,11.581,176.0,0.0
96857,0.0,11.206,217.0,0.0
96858,0.0,4.906,194.0,0.0
96859,0.0,4.757,29.7,0.0
96860,0.0,7.123,216.0,0.0
96861,0.0,5.57,335.0,0.0
96862,0.0,4.801,194.0,0.0
96863,0.0,9.905,183.0,0.0
96864,0.0,11.322,192.0,0.0
96865,0.0,4.754,241.0,0.0
96866,0.0,7.601,240.0,0.0
96867,0.0,4.776,221.0,0.0
96868,0.0,4.781,241.0,0.0
96869,0.0,10.805,234.0,0.0
96870,0.0,4.746,192.0,0.0
96871,0.0,4.766,243.0,0.0
96872,0.0,7.651,379.0,4.79
96873,0.0,4.77,184.0,0.0
96874,0.0,4.763,183.0,0.0
96875,0.0,4.736,335.0,0.0
96876,0.0,4.759,193.0,0.0
96877,0.0,4.79,192.0,5.933
96878,0.0,4.752,194.0,0.0
96879,0.0,4.723,335.0,0.0
96880,0.0,4.741,240.0,0.0
96881,0.0,4.784,376.0,0.0
96882,0.0,11.806,335.0,0.0
96883,0.0,11.318,193.0,0.0
96884,0.0,4.76,274.0,0.0
96885,0.0,11.446,240.0,0.0
96886,0.0,4.741,182.0,0.0
96887,0.0,4.755,177.0,0.0
96888,0.0,4.961,245.0,0.0
96889,0.0,4.745,234.0,0.0
96890,0.0,4.769,30.0,0.0
96891,0.0,4.805,218.0,0.0
96892,0.0,9.526,29.6,0.0
96893,0.0,4.79,277.0,0.0
96894,0.0,5.076,234.0,0.0
96895,0.0,4.731,275.0,0.0
96896,0.0,4.761,231.0,0.0
96897,0.0,6.35,256.0,0.0
96898,0.0,4.77,193.0,0.0
96899,0.0,4.804,274.0,4.735
96900,0.0,4.745,177.0,0.0
96901,0.0,5.667,251.0,0.0
96902,0.0,4.743,256.0,0.0
96903,0.0,4.773,240.0,0.0
96904,0.0,4.786,251.0,0.0
96905,0.0,11.393,234.0,0.0
96906,0.0,11.035,193.0,0.0
96907,0.0,4.792,183.0,0.0
96908,0.0,4.76,234.0,0.0
96909,0.0,4.728,217.0,4.775
96910,0.0,4.792,335.0,0.0
96911,0.0,7.01,272.0,0.0
96912,0.0,11.457,335.0,0.0
96913,0.0,4.754,193.0,0.0
96914,0.0,4.763,184.0,0.0
96915,0.0,10.078,216.0,0.0
96916,0.0,5.551,29.4,0.0
96917,0.0,4.762,29.9,0.0
96918,0.0,4.747,241.0,0.0
96919,0.0,4.728,336.0,0.0
96920,0.0,4.866,270.0,0.0
96921,0.0,5.382,270.0,0.0
96922,0.0,4.892,217.0,0.0
96923,0.0,4.794,271.0,0.0
96924,0.0,4.804,336.0,0.0
96925,0.0,4.812,177.0,0.0
96926,0.0,4.722,192.0,0.0
96927,0.0,4.896,29.7,0.0
96928,0.0,4.837,377.0,0.0
96929,0.0,4.743,336.0,0.0
96930,0.0,4.708,268.0,0.0
96931,0.0,5.476,336.0,4.736
96932,0.0,4.762,217.0,0.0
96933,0.0,10.08,183.0,0.0
96934,0.0,4.795,194.0,0.0
96935,0.0,5.465,255.0,0.0
96936,0.0,4.729,251.0,0.0
96937,0.0,4.713,200.0,0.0
96938,0.0,10.174,185.0,0.0
96939,0.0,6.023,210.0,0.0
96940,0.0,4.758,256.0,0.0
96941,0.0,5.435,176.0,0.0
96942,0.0,4.758,234.0,0.0
96943,0.0,8.116,192.0,0.0
96944,0.0,4.738,271.0,8.853
96945,0.0,4.762,252.0,0.0
96946,0.0,11.353,240.0,0.0
96947,0.0,4.74,257.0,0.0
96948,0.0,4.772,272.0,0.0
96949,0.0,5.724,275.0,0.0
96950,0.0,4.794,376.0,0.0
96951,0.0,8.474,194.0,0.0
96952,0.0,4.734,271.0,0.0
96953,0.0,11.16,399.0,8.623
96954,0.0,6.02,255.0,0.0
96955,0.0,4.77,275.0,0.0
96956,0.0,4.741,335.0,0.0
96957,0.0,10.03,183.0,0.0
96958,0.0,5.031,256.0,0.0
